source_path,file_type,size,sha256,purpose,related_module,destination_path,action,reason,test_status
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/Assets.xcassets/AppIcon.appiconset/80.png,image-media,2940,514d293c3220a47ffeafc57fd40a1f5bf0b562557419477f15204dbf62adf57a,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/AppIcon.appiconset/80.png,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/AppIcon.appiconset/80.png; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/Assets.xcassets/AppIcon.appiconset/87.png,image-media,3155,1d6b723911d054a13d3d709f56d7b85c72a1035288ac34878ed6a7f94186c745,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/AppIcon.appiconset/87.png,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/AppIcon.appiconset/87.png; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/Assets.xcassets/AppIcon.appiconset/Contents.json,configuration,2910,a7d89cc866587e635bd29da679fbdbf6d2fc29401a6e96f67053a991b41671d8,"vendor SDK, sample, or model reference configuration",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/AppIcon.appiconset/Contents.json,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/AppIcon.appiconset/Contents.json; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/Assets.xcassets/AppIcon.appiconset/appstore.png,image-media,62918,09f399e2bb969ebd5e2aaf24cfd96aa6387d5b73c4a283807e4898e19e4a5dde,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/AppIcon.appiconset/appstore.png,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/AppIcon.appiconset/appstore.png; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/Assets.xcassets/Contents.json,configuration,62,972ec1fd42325872438eb085ac29e94f51c10788ec18ec5549439950866c541d,"vendor SDK, sample, or model reference configuration",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/Contents.json,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Assets.xcassets/Contents.json; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/Base.lproj/LaunchScreen.storyboard,data-or-source,1665,1c958c5c65f324959b05c02f170004f3f5aad29e9ca0c2545767efd5b6b15616,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Base.lproj/LaunchScreen.storyboard,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Base.lproj/LaunchScreen.storyboard; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/Base.lproj/Main.storyboard,data-or-source,3182,85cba22ecfc626e7f0dada47472dc65670f4607fe11a1288c39ffe9a77442c1f,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Base.lproj/Main.storyboard,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Base.lproj/Main.storyboard; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/DetectionBasedTracker.h,c-cpp-header,522,429b2d8212d4d427ad496b2999fbbc9d2c5a5a81b8bbecf28902fd4a4a3ccb58,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/DetectionBasedTracker.h,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/DetectionBasedTracker.mm,data-or-source,2523,a3171066608516358bf72391409112b39526e784ebfd15cd8f27f2e860f7c905,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/DetectionBasedTracker.mm,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/FaceDetection-Bridging-Header.h,c-cpp-header,138,d7fc257b7ec55984a390c8682e375510a1ca9b70a226eda467a9f95353c2a533,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/FaceDetection-Bridging-Header.h,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/Info.plist,data-or-source,1809,09fa7aa0ec5d53148289d09d514233978a07cf86cf25f11903825998bdc947a2,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Info.plist,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection/Info.plist; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/ViewController.swift,data-or-source,3098,2543b7c051b38f63f577ac36620e626c8d1fed70996fd28194ecc87309abc527,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/ViewController.swift,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetection/lbpcascade_frontalface.xml,data-or-source,50351,529f217132809f287aaed5cd35dc00d9bc9b2afebe46dd1fe90ecb67f1daad0d,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/data/lbpcascades/lbpcascade_frontalface.xml,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/data/lbpcascades/lbpcascade_frontalface.xml; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetectionDynamic.xcodeproj/project.pbxproj,data-or-source,18142,bbb15491b0df9654e12ef2468f01bcbcffc4558923f4deddd6d1d40cc2258ea2,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetectionDynamic.xcodeproj/project.pbxproj,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/FaceDetection/FaceDetectionDynamic.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,data-or-source,244,f1aff872493aa7a58206b016981258aae1b66f1f9d5ee26aa5767ae9bf3c0cd1,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/swift/ios/ColorBlobDetection/ColorBlobDetection.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/sycl/CMakeLists.txt,build-script,2685,637f3f0b1ecc6c08ea6202f3d4adc63b98f99eccd44dc2a01e4f79cde0cdb465,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/sycl/CMakeLists.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/sycl/sycl-opencv-interop.cpp,c-cpp-source,9342,cb5056b25c4607c84b7a52e199ccd0bc595284674450ce55b3c7056e03b9a6d8,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/sycl/sycl-opencv-interop.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/CMakeLists.txt,build-script,761,076e6128ba3fc40f7e23bf1673d41febde66a6d98f84be2abae7ca6d26e3636c,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/CMakeLists.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/bgfg_segm.cpp,c-cpp-source,3022,edb8f4d4e9c70fe64e40a6875c5115ed7e96a6f7aa80f84e0dc1a99b32d0a637,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/bgfg_segm.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/camshift.cpp,c-cpp-source,7488,e5740fb28b81d763d29847fbefc2be915f894f570e436460d42cc3ddd9b189d5,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/camshift.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/clahe.cpp,c-cpp-source,3014,81dc5544f061a785fdc1ca36b4b5cc14ab535ece00f451c1dc46d464099ff99f,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/clahe.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/dense_optical_flow.cpp,c-cpp-source,4797,02fd02f2dd4468a6c55f266f648a170dfb6ab77c0b730dfc1aab06c60c8d773b,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/dense_optical_flow.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/hog.cpp,c-cpp-source,9790,5057efbace8c2785e9e6c74c8cf039275d81cf7fb547f02461a190fb538474ef,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/hog.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/opencl_custom_kernel.cpp,c-cpp-source,5474,59f5f8d1f4454aa877b839c64b027ecbccef1904177b10069c0a9d00ea0f0a2b,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/opencl_custom_kernel.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/pyrlk_optical_flow.cpp,c-cpp-source,7217,93d67bf3d10add29100579d4690ed91089eeab9b408097e2568cd7873ec390ef,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/pyrlk_optical_flow.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/squares.cpp,c-cpp-source,6338,c61d9fb0a2420e7d3a84d3cd01db237fde774eb2a6bbd8e61dbb1427ca93e58f,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/squares.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/ufacedetect.cpp,c-cpp-source,8859,cfc3c1c7aba408f68b1de622411db277feda198c5a53f0c07d4bcabf8775e94f,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/ufacedetect.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/video_acceleration.cpp,c-cpp-source,7427,0520e8085fc83b810ae16a3cd3c263a54a2e774394cea63aae9f0b2b48407e88,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/tapi/video_acceleration.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/va_intel/CMakeLists.txt,build-script,717,01aed8ad611b3bae412aca7d6aefa6893978a9ccafae574a612e21f3707aa152,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/va_intel/CMakeLists.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/va_intel/display.cpp.inc,data-or-source,5798,1828fac4de4be2f0d84e271d39d89d6c54404e499b91ed8e26c39ac2c0e9cb9a,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/va_intel/display.cpp.inc,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/va_intel/va_intel_interop.cpp,c-cpp-source,8141,b35430087a1b920937291d0bf477f9dba2628b74f2a7d1238f450822eac921d0,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/va_intel/va_intel_interop.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection.sln,data-or-source,2111,520dd5797d871d11d5eb78ea936d9ed912aa5850696441728e03bc29da069e0f,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection.sln,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/App.xaml,data-or-source,232,f2ab3684bd59aadd0f5bee9517e96d586075a8dc23a4dd1f026116bd9c19894d,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/App.xaml,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/App.xaml.cpp,c-cpp-source,4605,0b54aee2b0b64cb363b6525b839e7db05d95db7b8ecb668d0255787b857cb969,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/App.xaml.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/App.xaml.h,c-cpp-header,678,e8b188195688395e2e96c91aca902ac9275aff34f4ea47abff6b3db0b9e88642,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/App.xaml.h,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/Logo.scale-100.png,image-media,801,54be80ae48e4242d56170248e730ffac60a2828d07260a048e2ac0fd62386234,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/Logo.scale-100.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/SmallLogo.scale-100.png,image-media,329,36855fbbc6c297223cd449a67d02f9c976dd3e432c9905b4ffc6af8f1eec47a9,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/SmallLogo.scale-100.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/SplashScreen.scale-100.png,image-media,2146,1dbcfb098cbbb33da94a6f4c28f2de82d9724b2854b5599a79f967f776f0fe36,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/SplashScreen.scale-100.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/StoreLogo.scale-100.png,image-media,429,dc825fcb94ff61d3b39368c27d311bdf74730e5ea9244472e5bfe511a1224b43,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/StoreLogo.scale-100.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/group1.jpg,image-media,46348,ae251c13d519531ea97a94fd841e574ff98af974ae853f83d50054e93759c871,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/group1.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/group2.jpg,image-media,187445,c2da3d36f08c9f79ed7407175de860375d2577e8870dafdfde444ad689d478e7,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/group2.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/group3.jpg,image-media,92973,4d324c1aedc21bc14688bd0ed50f5583718f965a8fa90f0586243c60832275dd,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/group3.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/Assets/haarcascade_frontalface_alt.xml,data-or-source,676709,6281df13459cc218ff047d02b2ae3859b12ff14a93ffe8952f7b33fad7b9697b,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/data/haarcascades/haarcascade_frontalface_alt.xml,DEDUPLICATE,byte-identical to 09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/data/haarcascades/haarcascade_frontalface_alt.xml; retain only the canonical target landing,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/FaceDetection.vcxproj,data-or-source,9896,fd43d46f782d03a3040eed5e050717e521892c3890a89bca20b1ec8cd09b7b51,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/FaceDetection.vcxproj,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/FaceDetection.vcxproj.filters,data-or-source,2384,cf6f3b49b87c4dc7e4c8f603919b202c7d8397d9dedb39c0211b5490e92929b0,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/FaceDetection.vcxproj.filters,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/FaceDetection_TemporaryKey.pfx,data-or-source,2456,f6105694ef05cd297a36583b180bccb4b32b3eb2857ec0014f1294845b2aaa33,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/FaceDetection_TemporaryKey.pfx,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/MainPage.xaml,data-or-source,1298,a004df4965d74711d5516f56b6f072aac11bacff8ad3e0bed8fda81777c07eb3,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/MainPage.xaml,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/MainPage.xaml.cpp,c-cpp-source,2522,f975924b8e9896c637b86e0b6d7d2c5bacd8a9bb4b38cdac798024fbb98a546a,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/MainPage.xaml.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/MainPage.xaml.h,c-cpp-header,737,3c940537f3540fa4e838a2ac405499d17f984dcab21b947cd01a47d732e5a6bc,"vendor SDK, sample, or model reference",vendor-sdk-reference,10_archive/sanda_ss928/source-reference/09. 进阶功能开发/02.Opencv移植/opencv-4.5.5/samples/winrt/FaceDetection/FaceDetection/MainPage.xaml.h,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
